id,installment,emp_length,annual_inc,dti,acc_now_delinq,delinq_amnt,delinq_2yrs,inq_last_6mths,salary_verified,delinq_before,interest_rate,credit_length,fico_score,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,home_ownership_OWN,home_ownership_RENT,default
43145672,313.47,0.0,71999.0,6.47,0,0,0,0,1.0,0.0,21.343225806451617,25,762.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
70023809,156.48,9.0,55500.0,14.83,0,0,0,1,1.0,0.0,12.665599999999994,0,687.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
46725808,418.74,10.0,70000.0,16.89,0,0,0,0,1.0,0.0,39.580000000000005,26,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
79492193,202.24,2.0,51700.0,26.9,0,0,0,0,0.0,0.0,21.344000000000015,39,717.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
52596407,377.04,5.0,47600.0,7.84,0,0,0,0,0.0,0.0,13.112000000000005,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
40317917,243.74,0.0,39312.0,17.22,0,0,0,0,1.0,0.0,16.995199999999993,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
38555588,420.72,1.0,36000.0,39.86,0,0,0,0,1.0,1.0,41.220699300699316,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
40430327,738.2,7.0,85000.0,20.07,0,0,0,2,1.0,1.0,26.548571428571435,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
37771078,207.97,5.0,65000.0,23.58,0,0,2,0,0.0,1.0,24.782,43,677.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
60395556,328.06,2.0,40000.0,26.91,0,0,0,0,1.0,0.0,23.0225,32,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
89028253,282.28,1.0,25000.0,18.53,0,0,0,0,1.0,0.0,41.13999999999999,0,737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
42904283,774.3,10.0,80000.0,21.56,0,0,0,0,1.0,0.0,16.144999999999996,26,682.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
68986862,291.19,10.0,57000.0,43.37,0,0,0,0,1.0,1.0,31.0355,0,677.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
74552711,88.26,3.0,28000.0,2.14,0,0,0,1,0.0,0.0,27.094400000000007,0,727.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0
49993513,689.89,10.0,61564.0,34.0,0,0,0,1,1.0,0.0,24.180200000000006,23,702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
52819414,321.96,3.0,30000.0,35.08,0,0,0,2,1.0,0.0,78.86666666666666,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
90234198,192.17,2.0,69000.0,25.91,0,0,0,1,1.0,0.0,15.301999999999998,0,772.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
49894234,385.91,4.0,70000.0,13.54,0,0,0,0,0.0,0.0,11.58843373493976,23,712.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
63175564,31.42,7.0,60000.0,9.3,0,0,0,0,1.0,1.0,13.11200000000001,19,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54523815,524.48,10.0,62000.0,19.28,0,0,0,0,0.0,0.0,25.875199999999992,30,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
39732434,314.6,0.0,53000.0,20.88,0,0,0,1,1.0,1.0,25.840000000000003,0,662.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
65944856,520.22,7.0,78000.0,17.23,0,0,1,4,1.0,1.0,33.77085714285715,0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
73903866,289.35,10.0,37000.0,19.66,0,0,0,1,0.0,1.0,15.740000000000004,30,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47561152,86.24,0.0,48500.0,11.78,0,0,0,0,0.0,0.0,24.185599999999994,0,692.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
69495207,248.82,9.0,65000.0,9.81,0,0,0,0,0.0,0.0,11.969000000000005,24,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
48534632,318.79,10.0,55000.0,17.43,0,0,0,1,0.0,1.0,14.764400000000006,0,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
88164789,206.5,10.0,56000.0,14.06,0,0,0,0,1.0,0.0,23.9,0,712.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
51586189,529.77,10.0,72000.0,22.45,0,0,0,0,1.0,0.0,58.93099999999999,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43410169,304.68,10.0,72500.0,23.26,0,0,0,2,0.0,0.0,21.871999999999993,49,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
88865550,54.59,3.0,51000.0,10.96,0,0,2,0,1.0,1.0,20.937846153846166,0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
68427432,252.51,10.0,54000.0,15.73,0,0,1,0,0.0,1.0,13.629500000000007,19,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40972562,129.23,0.0,60000.0,14.56,0,0,0,0,1.0,1.0,28.338758620689646,29,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
53372407,344.95,10.0,135000.0,10.54,0,0,1,0,1.0,1.0,24.181999999999988,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40572619,154.48,1.0,44000.0,18.79,0,0,0,0,0.0,1.0,23.583999999999993,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
68669683,339.07,10.0,50000.0,17.79,0,0,0,1,0.0,0.0,22.065200000000004,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50566468,170.87,7.0,30000.0,23.16,0,0,1,1,0.0,1.0,23.026399999999995,26,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
11638500,314.2,0.0,65000.0,7.12,0,0,0,1,0.0,0.0,13.111999999999988,0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
55758562,667.78,10.0,57000.0,12.87,0,0,0,0,0.0,0.0,17.8435294117647,0,712.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
70812790,91.94,10.0,57653.0,7.18,0,0,0,0,0.0,0.0,10.328000000000005,21,767.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
78200164,192.26,9.0,47500.0,4.37,0,0,0,3,0.0,0.0,13.46491803278688,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
38516705,94.28,10.0,56000.0,19.5,0,0,0,0,0.0,0.0,13.135999999999997,47,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59249462,587.47,7.0,72000.0,17.8,0,0,0,0,0.0,0.0,35.570000000000014,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
39400101,688.29,1.0,82250.0,10.18,0,0,0,0,1.0,0.0,12.629272727272722,25,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
56964662,716.25,7.0,55000.0,5.04,0,0,0,1,0.0,1.0,56.27272727272727,0,687.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
46325009,1115.77,3.0,140000.0,19.5,0,0,2,0,1.0,1.0,14.764914285714289,21,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39038441,244.9,7.0,21000.0,26.4,0,0,0,1,1.0,0.0,22.449999999999996,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
65606873,808.42,2.0,144000.0,13.99,0,0,1,0,1.0,1.0,38.58628571428571,0,722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43389539,331.66,0.0,41000.0,19.35,0,0,1,1,0.0,1.0,51.9053435114504,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
73639553,154.32,5.0,41000.0,12.15,0,0,0,4,1.0,0.0,11.110399999999991,0,757.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43429427,699.3,1.0,75000.0,31.15,0,0,0,0,1.0,0.0,25.874,0,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
39760707,314.81,3.0,30000.0,16.4,0,0,1,0,0.0,1.0,20.245729442970823,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
74964996,404.9,10.0,48000.0,19.55,0,0,0,0,1.0,0.0,69.59162303664921,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
73687438,566.27,5.0,79000.0,6.5,0,0,0,0,0.0,0.0,21.34357142857142,0,827.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
73489959,373.84,10.0,30000.0,10.4,0,0,0,1,1.0,0.0,31.943529411764708,0,682.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
62620008,729.27,4.0,90600.0,13.99,0,0,1,0,0.0,1.0,56.272142857142846,21,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47128148,124.77,0.0,40000.0,12.45,0,0,0,1,0.0,0.0,28.33485714285715,0,717.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
74662628,481.84,10.0,75000.0,12.46,0,0,0,0,0.0,0.0,8.413999999999987,40,807.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
68389660,212.13,2.0,72000.0,13.43,0,0,0,0,0.0,0.0,17.48738461538462,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59219352,356.17,3.0,38000.0,28.4,0,0,0,0,1.0,0.0,56.272029250457045,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
43679503,322.04,5.0,73000.0,24.36,0,0,0,0,1.0,0.0,20.765000000000008,0,687.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
46673720,489.59,4.0,60000.0,14.34,0,0,0,0,0.0,0.0,10.157749999999988,26,762.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
38425377,306.32,10.0,54678.0,3.01,0,0,0,0,1.0,0.0,28.60081632653062,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40187529,336.9,10.0,90000.0,18.49,0,0,0,0,1.0,1.0,21.283999999999995,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
61532809,371.74,10.0,89000.0,11.37,0,0,0,1,0.0,0.0,27.45371428571429,36,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
50596119,708.5,4.0,82000.0,3.63,0,0,0,0,1.0,1.0,28.332075471698115,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
59310163,689.89,8.0,96000.0,16.21,0,0,0,3,1.0,0.0,24.180200000000006,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
69057247,1273.96,10.0,110000.0,21.55,0,0,2,1,1.0,1.0,31.03588571428571,19,667.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
46792722,368.78,10.0,70000.0,19.66,0,0,0,0,0.0,0.0,10.633999999999984,23,782.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40582054,278.21,1.0,35000.0,21.95,0,0,0,1,1.0,1.0,65.6833746898263,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
78438542,240.82,0.0,88750.0,18.08,0,0,0,1,1.0,0.0,23.85028571428572,20,747.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
57753022,299.83,8.0,45000.0,34.05,0,0,0,0,1.0,1.0,25.87615160349853,0,662.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
43419192,656.12,4.0,92000.0,24.02,0,0,0,5,1.0,0.0,23.0225,0,722.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
40491194,1110.11,9.0,68000.0,20.6,0,0,0,0,1.0,0.0,33.770577405857736,19,662.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
77577177,253.5,2.0,68500.0,21.39,0,0,0,0,1.0,1.0,26.75,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
49146699,107.9,0.0,20000.0,12.14,0,0,0,1,0.0,1.0,10.982857142857146,19,762.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
63918010,439.65,2.0,50000.0,12.42,0,0,0,1,1.0,0.0,9.912499999999998,0,707.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
59090858,531.06,10.0,127000.0,10.75,0,0,0,1,0.0,0.0,27.454399999999996,31,742.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56612371,284.37,9.0,40000.0,22.98,0,0,0,0,1.0,0.0,21.87285714285714,0,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
38141953,835.03,10.0,130000.0,18.39,0,0,2,1,1.0,1.0,20.244319999999995,22,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
70945666,527.39,0.0,65000.0,34.04,0,0,0,0,1.0,0.0,18.662750000000006,21,752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
58493435,704.3,10.0,79900.8,29.44,0,0,2,3,1.0,1.0,76.075,19,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74866154,235.83,5.0,50000.0,16.9,0,0,0,0,1.0,1.0,21.284000000000017,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
65633275,405.79,10.0,78000.0,14.4,0,0,0,0,0.0,1.0,35.26333333333334,25,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52189577,712.91,10.0,105000.0,15.42,0,0,0,1,1.0,1.0,86.38169934640521,0,687.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
51446460,965.84,5.0,200000.0,10.29,0,0,0,0,1.0,0.0,24.179428571428563,23,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46674075,600.36,10.0,141372.0,20.88,0,0,3,1,1.0,1.0,20.071999999999992,23,682.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
59121784,338.93,10.0,56000.0,30.26,0,0,0,0,0.0,1.0,35.571999999999996,27,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
43155430,326.07,10.0,55345.0,19.56,0,0,0,0,0.0,0.0,30.428000000000004,0,702.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39269734,334.01,10.0,48000.0,14.63,0,0,0,0,1.0,1.0,20.243600000000004,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43470304,117.41,2.0,25000.0,9.7,0,0,0,0,0.0,0.0,20.764571428571436,0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
64711661,534.48,10.0,102000.0,13.85,0,0,0,0,0.0,1.0,33.62000000000001,21,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
70700969,441.63,9.0,85000.0,20.56,0,0,0,2,1.0,0.0,65.61125,0,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
45624188,573.83,0.0,120000.0,9.12,0,0,0,1,0.0,0.0,14.766000000000007,0,722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
61843627,509.07,4.0,130000.0,18.99,0,0,0,1,0.0,0.0,22.176800000000004,0,752.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
39690561,320.29,9.0,80000.0,11.61,0,0,0,0,0.0,1.0,15.304400000000006,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
75809854,254.44,5.0,47804.24,24.65,0,0,0,0,1.0,1.0,17.433846153846154,0,717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
76965930,700.53,10.0,140000.0,15.37,0,0,0,1,0.0,0.0,41.0463087248322,22,712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
66015385,325.69,1.0,52000.0,20.04,0,0,0,1,1.0,0.0,17.2484,20,722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
48966243,216.98,5.0,60000.0,14.4,0,0,0,0,1.0,1.0,11.589714285714281,32,717.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
46114199,163.67,9.0,50000.0,13.73,0,0,1,2,1.0,1.0,17.842399999999998,0,677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
70642323,659.24,9.0,60000.0,26.32,0,0,10,1,1.0,1.0,18.663199999999996,36,662.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
59153544,1227.63,10.0,128000.0,18.99,0,0,0,0,1.0,0.0,27.545974025974047,27,677.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
652453,395.89,10.0,110000.0,13.86,0,0,1,0,1.0,1.0,13.111428571428565,32,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
78991987,196.02,10.0,30000.0,40.21,0,0,0,0,0.0,1.0,33.77668246445498,23,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43419465,220.08,10.0,65000.0,12.32,0,0,0,1,1.0,0.0,32.04800000000001,22,727.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
39760687,868.88,0.0,95000.0,18.58,0,0,1,2,1.0,1.0,13.127233273056058,0,722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
41022550,704.45,2.0,83200.0,28.63,0,0,0,0,1.0,0.0,20.762857142857147,24,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
84987277,963.15,2.0,68000.0,32.07,0,0,0,0,0.0,0.0,77.13103448275862,0,707.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
79591579,646.84,4.0,68800.0,15.56,0,0,0,0,0.0,1.0,21.28250000000001,19,757.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
38438315,324.98,4.0,75000.0,12.94,0,0,1,0,1.0,1.0,16.992800000000006,24,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
54534262,167.84,10.0,39000.0,10.77,0,0,0,2,0.0,0.0,25.879999999999995,0,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
54423426,636.47,8.0,65000.0,27.64,0,0,0,0,1.0,0.0,23.022389261744976,0,702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
38588134,850.95,7.0,102000.0,16.62,0,0,0,1,1.0,0.0,45.87714285714286,0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
44776119,863.54,10.0,250000.0,7.23,0,0,2,0,0.0,1.0,11.026571428571424,36,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74311218,260.97,0.0,36600.0,22.0,0,0,0,2,1.0,1.0,17.43650000000002,19,672.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
81571565,263.7,8.0,110000.0,8.82,0,0,0,1,1.0,0.0,18.664999999999985,26,682.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
59170811,880.61,10.0,110000.0,18.67,0,0,0,0,1.0,0.0,50.96171428571428,28,822.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
75174787,163.11,8.0,81500.0,28.27,0,0,0,1,0.0,0.0,17.439200000000017,22,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
61353268,765.89,10.0,110000.0,16.42,2,5501,3,0,1.0,1.0,53.178000000000004,22,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
49633155,662.21,10.0,72000.0,28.96,0,0,0,0,1.0,0.0,58.93040000000002,19,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
76814918,927.1,10.0,110000.0,14.7,0,0,1,3,1.0,1.0,58.93142857142857,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47481302,304.68,10.0,22000.0,27.5,0,0,0,0,1.0,1.0,21.871999999999993,0,667.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
51888387,350.27,10.0,36000.0,18.0,0,0,0,0,1.0,1.0,62.28725868725867,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
44653437,814.21,10.0,120000.0,16.66,0,0,1,0,1.0,1.0,39.57885714285715,0,717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
60295894,275.02,4.0,65000.0,34.86,0,0,0,0,0.0,1.0,41.64120171673817,19,697.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
73885840,667.7,2.0,60000.0,29.73,0,0,0,0,0.0,0.0,11.800930232558143,26,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
60525549,486.86,5.0,105499.0,14.86,0,0,0,4,1.0,0.0,62.28666666666668,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58912261,278.97,10.0,50000.0,25.56,0,0,1,0,0.0,1.0,11.58800000000002,25,762.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
85262249,344.17,10.0,57801.0,25.61,0,0,0,2,1.0,1.0,23.90120000000001,0,692.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
69833347,847.66,7.0,304200.0,6.4,0,0,0,2,1.0,1.0,22.063039999999994,19,667.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
44077348,323.59,10.0,75000.0,22.39,0,0,0,0,1.0,0.0,21.346249999999987,33,722.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
44926452,347.8,10.0,150000.0,25.94,0,0,0,0,1.0,0.0,30.425,28,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
66006073,306.04,1.0,38000.0,19.84,0,0,0,0,1.0,1.0,14.765000000000006,0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
54778745,1154.66,10.0,157000.0,15.88,0,0,2,1,1.0,1.0,18.765028571428576,30,717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
39610634,423.82,10.0,89000.0,8.47,0,0,2,0,1.0,1.0,58.932500000000005,22,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
70894073,949.72,3.0,70000.0,35.82,0,0,1,0,1.0,1.0,69.59285714285716,0,702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
40460871,946.68,10.0,100000.0,23.98,0,0,2,0,1.0,1.0,62.28799999999999,23,757.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
48666613,517.06,3.0,77000.0,31.92,0,0,0,0,1.0,1.0,55.11799999999999,0,697.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
55847173,316.71,4.0,42000.0,30.6,0,0,2,0,0.0,1.0,18.766249999999992,0,677.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
40583301,461.85,0.0,110000.0,4.78,0,0,0,0,1.0,0.0,38.555,0,717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
65814412,354.3,4.0,50000.0,19.32,0,0,0,0,1.0,0.0,27.548000000000012,0,687.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47078331,382.95,2.0,40500.0,25.3,0,0,0,1,1.0,0.0,53.18,0,732.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
44825639,258.1,3.0,36000.0,6.24,0,0,0,0,0.0,0.0,16.145000000000003,0,682.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
57274591,791.77,9.0,94000.0,10.16,0,0,0,0,1.0,0.0,18.765500000000007,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75597318,465.47,5.0,60000.0,19.3,0,0,0,2,1.0,0.0,31.944251968503952,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
49267964,455.27,5.0,95000.0,9.6,0,0,0,0,0.0,1.0,18.766086956521747,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
48565689,218.71,10.0,75000.0,7.62,0,0,1,0,0.0,1.0,23.024375000000006,0,687.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
40472944,635.72,6.0,72000.0,21.88,0,0,0,1,1.0,1.0,58.93000000000002,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
59271979,308.63,1.0,50000.0,34.23,0,0,0,1,1.0,1.0,69.11232876712327,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
55178291,659.81,10.0,164519.0,29.66,0,0,0,0,1.0,0.0,13.110285714285698,23,692.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
67928274,230.98,7.0,80000.0,12.18,0,0,1,0,1.0,1.0,38.587999999999994,0,682.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
61350443,450.43,10.0,95000.0,32.44,0,0,0,0,1.0,0.0,37.53587786259541,34,727.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
46752326,178.24,0.0,45000.0,14.93,0,0,0,0,1.0,0.0,28.332800000000006,0,677.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
47078287,602.79,3.0,65000.0,15.36,0,0,0,0,1.0,1.0,44.66959999999998,0,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51265571,314.2,10.0,39000.0,9.08,0,0,0,1,1.0,1.0,13.111999999999988,20,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40460120,275.32,2.0,39000.0,25.4,0,0,5,1,0.0,1.0,12.630909090909096,19,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
60495448,654.68,9.0,54500.0,22.02,0,0,0,2,1.0,1.0,17.842399999999998,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
48604967,493.45,3.0,100000.0,0.98,0,0,0,2,1.0,1.0,11.026250000000003,24,792.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
46164990,343.59,5.0,120000.0,9.18,0,0,0,1,0.0,0.0,57.36946564885494,0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
68467137,199.26,10.0,130000.0,22.99,0,0,0,0,1.0,0.0,19.555999999999994,25,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55585446,203.12,10.0,60000.0,11.84,0,0,0,1,1.0,0.0,21.871999999999996,0,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
50607462,150.58,10.0,77700.0,2.25,0,0,0,0,1.0,0.0,8.417600000000004,23,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56071147,258.1,7.0,53000.0,8.81,0,0,0,0,1.0,1.0,16.145000000000003,0,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
68495326,711.34,10.0,118000.0,9.37,0,0,1,0,1.0,1.0,42.26800000000001,27,737.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
60915208,301.15,0.0,34000.0,26.54,0,0,0,0,0.0,0.0,8.413999999999998,0,787.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
38416949,588.8,0.0,62000.0,16.4,0,0,0,0,0.0,0.0,26.548059701492534,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
