id,installment,emp_length,annual_inc,dti,acc_now_delinq,delinq_amnt,delinq_2yrs,inq_last_6mths,salary_verified,delinq_before,interest_rate,credit_length,fico_score,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,home_ownership_OWN,home_ownership_RENT,default
57025357,1154.66,10.0,150000.0,7.06,0,0,2,0,1.0,1.0,18.765028571428576,35,677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43195726,216.66,10.0,59800.0,29.1,0,0,0,0,0.0,0.0,21.871250000000003,20,672.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
48080113,723.88,10.0,90000.0,11.07,0,0,0,0,1.0,0.0,55.117142857142866,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
38525363,323.42,4.0,75000.0,31.52,0,0,0,2,0.0,0.0,21.28250000000001,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39977506,331.01,0.0,50000.0,18.39,0,0,0,3,1.0,0.0,24.778638743455502,0,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
59161276,239.21,10.0,43000.0,20.79,0,0,0,1,1.0,1.0,23.022285714285704,21,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
40806565,266.83,10.0,39000.0,23.94,0,0,0,3,1.0,1.0,20.07349999999999,24,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
44419391,543.44,5.0,124116.0,5.98,0,0,1,0,1.0,1.0,30.425600000000006,27,697.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
64937134,372.71,1.0,35000.0,29.08,0,0,0,0,1.0,0.0,49.08399999999999,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
70912793,180.69,10.0,50000.0,10.78,0,0,0,0,0.0,1.0,8.414000000000003,0,712.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
49953205,124.18,10.0,29000.0,22.02,0,0,0,1,0.0,1.0,24.18000000000001,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
65108514,450.88,2.0,72000.0,24.1,0,0,0,0,1.0,0.0,35.263999999999996,21,692.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
68996691,341.73,9.0,67000.0,19.97,0,0,1,1,0.0,1.0,23.022800000000007,31,667.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
44026170,801.86,10.0,97000.0,9.97,0,0,0,0,1.0,0.0,11.026769230769226,31,752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75203578,521.93,6.0,100000.0,19.04,0,0,6,0,1.0,1.0,17.434249999999995,0,692.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
85671855,384.34,9.0,120000.0,19.0,0,0,0,3,1.0,1.0,15.301999999999998,0,742.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
80600160,77.16,2.0,114000.0,8.93,0,0,0,0,1.0,0.0,11.110399999999991,34,742.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
65794103,369.57,10.0,72000.0,18.22,0,0,1,0,1.0,1.0,38.588750000000005,0,697.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
67457097,880.61,4.0,156500.0,0.44,0,0,0,0,1.0,0.0,50.96171428571428,0,787.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
51636388,515.13,10.0,48500.0,10.98,0,0,0,0,1.0,0.0,27.454845360824738,26,797.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55533168,155.23,4.0,55000.0,8.36,0,0,2,4,0.0,1.0,24.183999999999994,33,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54248275,139.68,0.0,11000.0,30.02,0,0,0,0,0.0,1.0,30.609870129870142,0,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
69346518,761.03,5.0,94000.0,20.67,0,0,0,2,1.0,0.0,24.532181818181808,21,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
55160119,354.3,0.0,35000.0,13.35,0,0,0,0,1.0,0.0,27.548000000000012,0,667.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
59313563,693.61,8.0,68000.0,30.39,0,0,0,1,0.0,0.0,10.977599999999995,22,757.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43905250,689.89,5.0,60000.0,32.38,0,0,0,1,1.0,1.0,24.180200000000006,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57114727,318.64,10.0,75000.0,14.82,0,0,0,1,0.0,0.0,27.455999999999985,24,732.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40942411,387.79,9.0,50000.0,19.13,0,0,0,0,1.0,0.0,55.11600000000001,0,677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
43225185,539.08,8.0,35000.0,26.95,0,0,1,1,1.0,1.0,23.023011093502383,0,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
38291428,323.68,0.0,35000.0,31.36,0,0,1,0,1.0,1.0,54.133333333333326,20,662.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
60707024,170.87,3.0,77600.0,15.36,0,0,0,0,0.0,1.0,23.026399999999995,25,717.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0
39612128,946.68,10.0,417176.0,8.44,0,0,0,2,1.0,0.0,62.28799999999999,33,757.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
46713738,465.27,0.0,48000.0,13.78,0,0,0,0,1.0,0.0,39.58099999999999,0,687.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
40580261,763.82,4.0,123000.0,18.46,0,0,2,1,1.0,1.0,19.5544347826087,21,667.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
41081305,549.85,8.0,83000.0,3.46,0,0,0,1,0.0,0.0,13.112000000000013,0,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
48595624,1257.8,3.0,95000.0,8.06,0,0,0,3,1.0,1.0,29.37371428571427,0,707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
43286621,109.5,4.0,55884.0,11.51,0,0,1,1,0.0,1.0,12.628571428571428,30,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
70862142,114.75,10.0,95000.0,8.04,0,0,0,0,0.0,0.0,14.75,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69981017,473.45,7.0,96000.0,8.61,0,0,0,0,0.0,1.0,13.628000000000004,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
46295384,222.81,8.0,58000.0,13.82,0,0,0,5,0.0,1.0,29.373548387096776,24,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
76264240,498.15,2.0,160000.0,27.44,0,0,0,0,1.0,1.0,19.555999999999983,20,737.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
60065421,38.19,8.0,37000.0,28.02,0,0,0,4,1.0,1.0,37.483999999999995,0,662.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
52077693,637.58,10.0,65000.0,9.93,0,0,0,0,1.0,0.0,14.764400000000006,22,692.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
40307603,339.84,10.0,67000.0,7.7,0,0,0,3,1.0,1.0,27.44,38,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
65373778,365.53,0.0,40000.0,20.4,0,0,0,0,1.0,0.0,37.07374999999999,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
43996911,528.19,1.0,75000.0,10.29,0,0,0,0,1.0,0.0,32.04750000000001,27,752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
55180452,107.35,10.0,30000.0,13.4,0,0,0,0,0.0,0.0,20.768749999999997,26,672.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
67458357,1149.51,4.0,119000.0,8.59,0,0,1,0,1.0,1.0,18.235314285714285,25,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
45222231,205.04,8.0,70000.0,23.36,0,0,1,1,1.0,1.0,23.023999999999994,21,702.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
39349239,89.19,10.0,97000.0,14.02,0,0,0,3,1.0,1.0,32.40577319587629,25,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43935818,341.73,10.0,25000.0,14.59,0,0,0,0,1.0,0.0,23.022800000000007,19,702.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
41430008,451.68,3.0,72000.0,21.38,0,0,0,0,1.0,1.0,16.14628571428571,23,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58250420,423.82,5.0,55000.0,22.57,0,0,0,1,1.0,1.0,58.932500000000005,0,672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
56954829,247.43,0.0,16800.0,21.21,0,0,0,0,1.0,0.0,18.766399999999994,0,682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
61842569,459.54,1.0,59000.0,17.45,0,0,1,0,0.0,1.0,53.18000000000001,0,667.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
77500305,150.58,5.0,103000.0,8.96,0,0,0,4,0.0,1.0,8.417600000000004,32,727.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71727755,282.99,8.0,38373.0,19.64,0,0,0,0,1.0,0.0,21.281428571428563,0,722.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0
73530543,567.3,3.0,87000.0,15.21,0,0,0,0,0.0,1.0,13.459999999999997,29,737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50446746,309.97,5.0,52300.0,18.88,0,0,0,0,1.0,1.0,11.58920000000002,0,677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
70670979,331.89,4.0,32000.0,21.34,0,0,1,1,1.0,1.0,53.179999999999986,0,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
55360506,295.34,10.0,26000.0,32.4,0,0,0,0,1.0,1.0,47.66999999999998,23,692.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
76022085,625.72,3.0,227995.0,10.74,0,0,0,2,1.0,0.0,12.629600000000009,0,692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
70670463,330.26,2.0,46000.0,15.16,0,0,0,1,1.0,0.0,23.847500000000007,0,672.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
53844656,709.78,8.0,53000.0,22.46,0,0,0,0,1.0,0.0,16.145818181818175,0,717.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65794506,524.46,3.0,96000.0,19.65,0,0,0,1,1.0,0.0,31.11500000000001,28,692.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
38261583,864.44,9.0,165000.0,18.17,0,0,0,1,1.0,0.0,11.142285714285727,27,687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
38418756,832.47,10.0,120000.0,21.48,0,0,0,2,1.0,0.0,42.70914285714287,22,737.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
68387884,461.9,10.0,65000.0,23.28,0,0,0,3,0.0,0.0,53.96666666666667,0,697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
